61.671448	63.605875	64.402594	63.609621	64.482306	64.349657	64.487436	63.712366	64.460558	64.367193	64.256304	64.458838	64.490917	64.351976	64.46351	63.724524	64.372051	64.232928	64.503559	64.462337	64.396251	64.490244	64.526725	64.477316	64.372705	64.52379	64.149732	64.370542	64.403639	64.282036	64.505389	64.471137	64.379634	64.52805	64.557418	64.466588	64.569039	64.20311	64.430914	64.445058	64.374976	64.281208	64.488809	64.473691	64.394794	64.513858	64.52496	64.59499	64.274001	64.464991	64.447715	64.373651	64.530765	64.538954	64.466033	64.543131	64.330922	64.491055	64.486595	64.534895	64.405619	64.493529	64.278481
61.66941	61.639781	63.994483	63.569486	64.069428	64.019415	64.458263	63.686597	64.061756	64.038793	63.992543	64.442413	64.363377	64.338058	64.456368	63.704058	64.036254	63.985121	64.36345	64.215754	64.242561	64.465039	64.506095	64.364283	64.367786	64.517094	63.918226	64.346197	64.230805	64.260721	64.384844	64.412534	64.355518	64.507728	64.526378	64.352532	64.508616	64.181649	64.428757	64.373137	64.235721	64.267077	64.400493	64.433111	64.369029	64.488533	64.502088	64.56998	64.265352	64.447247	64.38711	64.292722	64.465161	64.47822	64.456942	64.518805	64.317548	64.449608	64.463808	64.47725	64.381432	64.448566	64.271475
61.660493	61.635607	61.64518	61.676626	63.545766	63.504531	64.101114	63.669347	63.641064	63.617374	63.506503	64.059884	64.102347	64.046069	64.420222	63.702475	63.67268	63.654961	64.104907	64.05895	64.073414	64.459986	64.359902	64.302012	64.335931	64.478229	63.735002	64.040805	64.078198	64.042437	64.372328	64.228118	64.206663	64.489093	64.410132	64.344107	64.495916	63.972242	64.396223	64.220668	64.20763	64.250262	64.38106	64.416984	64.340731	64.482535	64.432089	64.556252	64.231277	64.406472	64.315556	64.268437	64.430982	64.457451	64.440726	64.518247	64.257448	64.417286	64.335397	64.449499	64.352312	64.418378	64.263952
61.567344	61.624289	61.633333	61.655122	61.695577	61.666275	64.067617	61.659194	63.607827	63.544966	63.441764	64.041768	64.046643	63.990427	64.083594	63.698228	63.646035	63.582917	64.036416	63.966769	63.979035	64.102247	64.137447	64.069473	64.082852	64.465727	63.721564	64.006155	63.977755	63.982852	64.120556	64.104832	64.062799	64.361955	64.36417	64.304351	64.476322	63.918049	64.125056	64.130201	64.05344	64.045312	64.367922	64.225829	64.243261	64.38198	64.401036	64.530303	64.041686	64.229007	64.251404	64.254208	64.409672	64.430918	64.409368	64.464244	64.244166	64.321314	64.298213	64.425385	64.335321	64.283913	64.230007
61.563731	61.53027	61.580735	61.640208	61.683686	61.642016	61.693019	61.658582	61.696409	61.713051	61.723374	63.624966	63.494703	63.432369	64.043965	61.603852	63.586718	63.522079	63.636174	63.553777	63.543433	64.042456	64.101225	64.044103	64.002196	64.157449	63.690465	63.696234	63.634594	63.57762	64.045931	64.065923	64.011687	64.158138	64.171067	64.090499	64.462848	63.744093	64.080281	64.063519	63.967919	63.956186	64.12855	64.13832	64.094525	64.364417	64.370095	64.517255	63.968702	64.157346	64.128943	64.064934	64.391646	64.271262	64.324793	64.427855	64.098277	64.285361	64.263587	64.405564	64.311362	64.244753	64.221516
61.551801	61.525935	61.540965	61.566382	61.642524	61.610643	61.678692	61.650207	61.676132	61.682331	61.708437	61.706641	61.694079	61.677505	64.025755	61.600754	61.703024	61.687182	63.554186	63.493655	63.42331	64.036311	64.028098	63.959569	63.986963	64.103321	63.609612	63.598827	63.614879	63.545094	64.014255	63.969452	63.925074	64.104221	64.130957	64.027208	64.19237	63.672163	64.070624	63.978106	63.946789	63.950073	64.059402	64.066931	64.013847	64.152815	64.17367	64.506221	63.956801	64.089412	64.048841	63.989727	64.162291	64.176912	64.161409	64.406906	64.016763	64.167266	64.177368	64.324408	64.164833	64.23139	64.220025
61.212786	61.520014	61.527825	61.543944	61.590151	61.556338	61.606807	61.551127	61.639263	61.63674	61.658954	61.642907	61.68911	61.631609	61.724215	61.597997	61.639321	61.673175	61.698626	61.712465	61.713405	63.472688	63.49661	63.431694	63.332528	64.076743	61.64713	63.587184	63.497248	63.438371	63.581726	63.53119	63.541349	64.077231	64.085202	63.987289	64.117543	63.631303	63.56473	63.637049	63.597032	63.432344	64.043571	64.056891	63.999642	64.084389	64.109332	64.216031	63.672249	64.072367	64.014813	63.959352	64.098626	64.10896	64.105164	64.187808	63.976231	64.086595	64.109305	64.181335	64.074032	64.148505	64.084809
61.030495	61.209209	61.155829	61.481715	61.560616	61.53421	61.563898	61.547999	61.589258	61.601307	61.610713	61.623708	61.610115	61.58443	61.63303	61.499289	61.629174	61.605918	61.676733	61.665694	61.670144	61.697853	61.7255	61.660252	61.686873	64.040534	61.635322	61.68366	61.712317	61.684067	63.43316	63.43013	63.299583	64.027309	64.000459	63.951836	64.103488	63.491831	63.555199	63.591988	63.569503	63.425573	64.015037	63.956663	63.943144	64.080452	64.090326	64.138069	63.645503	63.950379	63.961941	63.934541	64.082401	64.089815	64.08176	64.111694	63.942057	64.061961	64.068215	64.103216	64.05303	64.074628	63.980657
61.027196	61.059047	61.011407	61.24552	61.237949	61.202589	61.169546	61.541349	61.538178	61.550049	61.604334	61.558205	61.575143	61.535321	61.626944	61.495274	61.547024	61.582204	61.617877	61.662513	61.628297	61.694182	61.642444	61.646207	61.603466	61.709101	61.5812	61.630984	61.650454	61.675843	61.693632	61.706931	61.697794	63.48658	63.459576	63.315147	64.099063	61.665179	63.53988	63.502242	63.335102	63.375457	63.570062	63.515999	63.460015	64.051865	64.052409	64.13088	63.63837	63.574939	63.586618	63.504828	64.060549	64.058537	64.042978	64.109484	63.680738	64.025029	64.003334	64.096477	64.036967	64.04023	63.973048
61.018018	61.043733	60.99278	61.122324	61.119929	61.098406	61.077179	61.267313	61.246309	61.250325	61.264106	61.212388	61.206931	61.168203	61.139504	61.48989	61.517947	61.543188	61.53675	61.608089	61.58436	61.615452	61.611295	61.565716	61.597945	61.654805	61.540424	61.54561	61.619272	61.584512	61.654799	61.671784	61.613654	61.693448	61.715825	61.670717	64.064384	61.624215	61.659901	61.694364	61.69676	61.671262	63.521315	63.315726	63.312016	64.004261	64.020309	64.124163	63.348764	63.560971	63.504746	63.472078	64.019821	63.961567	63.996819	64.097653	63.608157	63.989671	63.972148	64.068155	64.000795	63.985617	63.969323
